time,symbol,open,close,high,low,volume,category
2021-07-08,SENFLOAT,172.07,173.57,173.8,171.25,3638539157,index
2021-07-11,SENFLOAT,174.38,179.05,179.12,174.32,6114093781,index
2021-07-12,SENFLOAT,179.51,176.21,181.1,175.43,7397286506,index
2021-07-13,SENFLOAT,177.4,177.94,178.6,175.85,4487275192,index
2021-07-14,SENFLOAT,178.21,177.84,178.58,176.77,3973232864,index
2021-07-15,SENFLOAT,178.74,178.81,179.27,178.13,5389674043,index
2021-07-18,SENFLOAT,179.72,186.6,186.6,179.54,9487118406,index
2021-07-19,SENFLOAT,188.63,186.71,190.34,186.06,8579058830,index
2021-07-20,SENFLOAT,187.42,185.97,187.45,185.21,5407424572,index
2021-07-22,SENFLOAT,186.08,187.86,188.82,185.91,8008819502,index
2021-07-25,SENFLOAT,189.22,192.59,192.63,189.22,10292152574,index
2021-07-26,SENFLOAT,193.8,191.32,194.03,190.68,10452474593,index
2021-07-27,SENFLOAT,187.79,192.21,192.86,186.31,10616936128,index
2021-07-28,SENFLOAT,192.99,191.8,194.08,190.83,9120377853,index
2021-07-29,SENFLOAT,192.32,190.64,192.33,190.44,7812050803,index
2021-08-01,SENFLOAT,191.13,191.02,192.31,190.69,7670298417,index
2021-08-02,SENFLOAT,191.61,191.19,192.26,190.75,7246367035,index
2021-08-03,SENFLOAT,191.5,193.01,193.01,191.49,8330926474,index
2021-08-04,SENFLOAT,194.53,193.37,194.91,193.13,10205674415,index
2021-08-05,SENFLOAT,193.93,193.31,194.68,192.64,9706860898,index
2021-08-08,SENFLOAT,193.86,193.68,194.82,193.11,9379487979,index
2021-08-09,SENFLOAT,194.01,192.72,194.61,192.23,8516193525,index
2021-08-10,SENFLOAT,193.26,197.38,198.15,192.95,12067611687,index
2021-08-11,SENFLOAT,197.88,196.68,200.08,196.12,10339912016,index
2021-08-12,SENFLOAT,196.91,198.76,199.65,196.67,11945739352,index
2021-08-15,SENFLOAT,195.61,197.75,199.51,193.88,16282672676,index
2021-08-16,SENFLOAT,198.44,198.69,198.83,196.49,11652487540,index
2021-08-17,SENFLOAT,199.06,199.3,199.88,198.17,12737746702,index
2021-08-18,SENFLOAT,199.91,201.81,203.62,198.55,14713185312,index
2021-08-19,SENFLOAT,202.09,198.77,202.75,198.56,14143793178,index
