source,target,correlation,abs_correlation,relationship_type,source_price_movement,source_close,source_traded_quantity,source_traded_amount,target_price_movement,target_close,target_traded_quantity,target_traded_amount
NBL,SCB,0.4940066817462784,0.4940066817462784,positive,-1.0642124789207419,326.5633929173693,89173.25059021922,31678139.9947285,-0.26199405646359597,1290.785753343239,14144.993164933136,11906390.341482911
GBIME,NICA,0.4880956014670249,0.4880956014670249,positive,-0.7500305227012591,351.5088897367417,90794.59824494467,28794428.18250668,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016
CZBIL,NICA,0.4722858489306124,0.4722858489306124,positive,-0.11757237715803442,316.919609561753,37718.0764940239,11387899.13330146,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016
NBB,NBL,0.4653608048958805,0.4653608048958805,positive,-0.008458333333333241,375.4579166666667,50240.48333333333,20941272.471916664,-1.0642124789207419,326.5633929173693,89173.25059021922,31678139.9947285
NBB,PRVU,0.4652844699784233,0.4652844699784233,positive,-0.008458333333333241,375.4579166666667,50240.48333333333,20941272.471916664,-1.0231106094808127,266.31362528216704,119428.97787810383,33784657.46783747
NBL,NICA,0.4536867984383753,0.4536867984383753,positive,-1.0642124789207419,326.5633929173693,89173.25059021922,31678139.9947285,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016
NICA,SANIMA,0.4514807906613307,0.4514807906613307,positive,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016,-0.36051500789889424,386.9336966824644,50803.10363349131,19541632.675807267
ADBL,NICA,0.4439505460957146,0.4439505460957146,positive,-0.20342532005689912,362.52362162162166,27598.890753911808,11231082.619596016,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016
NBB,NICA,0.4120818864833528,0.4120818864833528,positive,-0.008458333333333241,375.4579166666667,50240.48333333333,20941272.471916664,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016
NICA,SBL,0.3844693413933764,0.3844693413933764,positive,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016,-0.2928055987558324,418.21465940902016,41931.46469673406,17510669.796395026
KBL,NICA,0.3677197859690724,0.3677197859690724,positive,-0.43260321462338475,274.51987078474633,98031.28931610464,23978504.804639142,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016
EBL,NICA,0.3245186314212153,0.3245186314212153,positive,-0.10065378900445848,1172.2005943536403,25822.008023774146,22335815.487369984,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016
HBL,NICA,0.3115393270736635,0.3115393270736635,positive,0.048867741935483926,625.2376387096774,18655.07612903226,6239165.116203225,-1.3235357766143108,600.8373368237347,60154.26422338569,38150138.67067016
