bank_code,year_month,close,high,low,per_change,traded_quantity,traded_amount
ADBL,2016-04,631.72,690.0,560.0,-0.08,218960.0,141364386.0
ADBL,2016-05,663.32,695.0,610.0,0.16,220059.0,145328693.0
ADBL,2016-06,699.32,739.0,647.0,0.43,302344.0,212436681.0
ADBL,2016-07,866.67,1113.0,710.0,2.22,546849.0,499636892.0
ADBL,2016-08,983.5,1050.0,901.0,-0.24,441700.0,437493985.0
ADBL,2016-09,957.89,1075.0,659.0,-1.74,495535.0,503647693.0
ADBL,2016-10,664.8,703.0,630.0,-0.32,56694.0,37555538.0
ADBL,2016-11,574.84,650.0,480.0,-0.5,147716.0,81821167.0
ADBL,2016-12,529.74,590.0,483.0,-0.45,125519.0,66066220.0
ADBL,2017-01,518.18,560.0,435.0,-0.6,198850.0,101195615.0
ADBL,2017-02,447.68,500.0,413.0,-0.42,244531.0,108868062.0
ADBL,2017-03,479.47,615.0,421.0,1.69,630583.0,339300014.0
ADBL,2017-04,472.5,525.0,443.0,-1.18,536121.0,257664724.0
ADBL,2017-05,455.06,478.0,439.0,-0.1,188634.0,85802944.0
ADBL,2017-06,436.05,463.0,415.0,-0.26,232703.0,101183985.0
ADBL,2017-07,444.05,472.0,419.0,0.28,313832.0,139537510.0
ADBL,2017-08,445.55,469.0,432.0,-0.18,264725.0,118040725.0
ADBL,2017-09,435.64,459.0,418.0,0.2,342370.0,147868348.0
ADBL,2017-10,440.0,458.0,420.0,-0.13,208906.0,91640538.0
ADBL,2017-11,427.14,442.0,412.0,0.01,265857.0,113241420.0
ADBL,2017-12,423.61,451.0,400.0,-0.46,170256.0,71748696.0
ADBL,2018-01,411.74,430.0,340.0,-0.71,291057.0,121181238.0
ADBL,2018-02,341.89,359.0,332.0,-0.15,105770.0,36234585.0
ADBL,2018-03,323.61,339.0,283.0,-0.25,168825.0,54225809.0
ADBL,2018-04,339.14,382.0,308.0,0.39,298975.0,103377066.0
ADBL,2018-05,339.86,352.0,328.0,-0.07,154235.0,52423870.0
ADBL,2018-06,318.95,340.0,306.0,-0.43,106764.0,34015384.0
ADBL,2018-07,313.13,321.0,299.0,0.13,241334.0,75339525.0
ADBL,2018-08,330.24,345.0,313.0,0.2,198213.0,65813618.0
ADBL,2018-09,355.05,377.0,333.0,0.41,357740.0,128379217.0
ADBL,2018-10,351.9,364.0,344.0,-0.12,212026.0,74550353.0
ADBL,2018-11,346.0,356.0,335.0,-0.21,105948.0,36652709.0
ADBL,2018-12,343.5,365.0,320.0,0.16,246884.0,85627943.0
ADBL,2019-01,344.87,357.0,337.0,-0.13,193360.0,66944024.0
ADBL,2019-02,332.58,352.0,324.0,-0.09,199903.0,66401367.0
ADBL,2019-03,296.58,308.0,290.0,-0.32,158576.0,47142137.0
ADBL,2019-04,335.95,410.0,292.0,1.36,708068.0,251249193.0
ADBL,2019-05,409.57,451.0,374.0,0.47,1384034.0,573288057.0
ADBL,2019-06,410.68,433.0,400.0,-0.26,573899.0,236351454.0
ADBL,2019-07,415.96,435.0,401.0,0.26,772661.0,325526728.0
ADBL,2019-08,429.52,442.0,423.0,-0.05,776586.0,335156941.0
ADBL,2019-09,417.32,429.0,407.0,-0.11,438887.0,183035127.0
ADBL,2019-10,413.17,418.0,409.0,-0.04,118128.0,48708454.0
ADBL,2019-11,413.45,425.0,402.0,-0.11,285375.0,118085026.0
ADBL,2019-12,403.52,418.0,361.0,-0.4,438153.0,178605962.0
ADBL,2020-01,378.41,407.0,359.0,0.23,412156.0,157496641.0
ADBL,2020-02,402.45,474.0,377.0,1.0,841452.0,350968377.0
ADBL,2020-03,397.21,475.0,360.0,-1.64,762072.0,308543963.0
ADBL,2020-05,352.0,361.0,347.0,-2.9,710.0,252020.0
ADBL,2020-06,339.5,352.0,313.0,0.59,17454.0,5734891.0
ADBL,2020-07,398.77,475.0,343.0,0.97,832038.0,344792275.0
ADBL,2020-08,416.14,446.0,399.0,0.04,619754.0,257937057.0
ADBL,2020-09,432.9,451.0,417.0,0.08,1068261.0,463793428.0
ADBL,2020-10,446.0,483.0,435.0,0.45,881783.0,396872387.0
ADBL,2020-11,493.11,576.0,462.0,0.73,1879699.0,944796507.0
ADBL,2020-12,509.43,561.0,415.0,-0.42,2443602.0,1271748174.0
ADBL,2021-01,449.85,490.0,431.0,0.25,1390541.0,631051128.0
ADBL,2021-02,456.15,484.0,438.0,-0.03,1576086.0,721303925.0
ADBL,2021-03,429.2,452.0,414.0,0.06,974081.0,419784480.0
ADBL,2021-04,431.58,456.0,402.0,-0.31,1213168.0,523176559.0
ADBL,2021-05,429.81,455.0,398.0,0.26,1452631.0,630721013.0
ADBL,2021-06,471.77,517.0,434.0,0.41,3413375.0,1623285274.0
ADBL,2021-07,515.5,605.8,458.0,0.89,3898498.0,2138518342.1
ADBL,2021-08,579.76,620.0,540.0,-0.23,2796842.0,1634731890.0
ADBL,2021-09,531.57,560.0,492.0,-0.3,1483510.0,785424060.4
ADBL,2021-10,510.91,560.0,482.0,0.29,951848.0,492540401.6
ADBL,2021-11,505.77,549.0,468.0,-0.61,828102.0,422021674.6
ADBL,2021-12,460.6,510.0,406.1,0.22,1445508.0,679505653.9
ADBL,2022-01,425.55,448.0,400.1,0.14,1101131.0,469529216.3
ADBL,2022-02,407.46,425.0,388.0,-0.41,594868.0,242337752.9
ADBL,2022-03,390.62,411.0,378.0,-0.07,520069.0,203137709.6
ADBL,2022-04,371.86,385.0,358.7,-0.22,401580.0,149212336.7
ADBL,2022-05,364.74,389.0,348.1,-0.23,247814.0,90217381.0
ADBL,2022-06,326.25,356.0,298.0,-0.25,531933.0,171457419.29
ADBL,2022-07,326.6,338.0,305.8,0.06,824793.0,267868567.9
ADBL,2022-08,325.27,343.7,316.1,-0.17,454084.0,148299652.5
ADBL,2022-09,314.62,327.4,300.0,-0.07,265116.0,83328901.5
ADBL,2022-10,316.3,324.9,310.0,0.05,185374.0,58315679.0
ADBL,2022-11,317.41,329.0,310.0,-0.0,316333.0,100511811.6
ADBL,2022-12,312.81,328.8,301.1,0.19,676016.0,211014267.4
ADBL,2023-01,323.04,355.8,300.1,-0.44,1271260.0,416208586.7
ADBL,2023-02,296.22,312.2,280.0,-0.32,550870.0,164035576.7
ADBL,2023-03,268.86,307.7,242.0,-0.68,586538.0,160680313.1
ADBL,2023-04,238.92,257.0,230.0,-0.22,353895.0,84653072.1
ADBL,2023-05,230.93,239.0,224.0,-0.16,453054.0,104325301.7
ADBL,2023-06,230.12,246.9,225.0,0.25,642694.0,148734228.4
ADBL,2023-07,241.35,275.0,228.0,0.22,991538.0,244146115.63
ADBL,2023-08,258.92,273.1,242.0,0.22,918637.0,240740109.5
ADBL,2023-09,258.71,270.0,250.0,0.02,351791.0,91310684.7
ADBL,2023-10,255.06,270.0,246.0,-0.16,362635.0,92772599.0
ADBL,2023-11,243.67,269.5,235.0,-0.21,351896.0,85521171.4
ADBL,2023-12,247.47,267.2,235.1,0.2,518144.0,130336373.2
ADBL,2024-01,245.55,252.0,241.0,-0.07,677837.0,166614221.0
ADBL,2024-02,233.92,245.5,225.1,-0.36,446301.0,104449924.7
ADBL,2024-03,232.47,242.1,223.0,0.08,400351.0,93016829.6
ADBL,2024-04,229.24,250.9,223.0,0.28,402359.0,92252432.4
ADBL,2024-05,251.62,292.9,228.0,0.47,971902.0,251729345.3
ADBL,2024-06,262.34,287.1,249.9,-0.03,506924.0,132399241.4
ADBL,2024-07,316.33,400.0,256.0,1.67,4350079.0,1453597299.7
ADBL,2024-08,391.4,428.4,367.0,0.03,5268463.0,2084180270.5
ADBL,2024-09,362.92,392.9,346.0,-0.24,1658533.0,608473042.6
ADBL,2024-10,376.59,400.0,352.8,0.23,1351738.0,508958729.2
ADBL,2024-11,361.53,377.0,350.0,-0.19,740385.0,268690324.2
ADBL,2024-12,334.36,367.2,309.8,-0.52,967751.0,322782542.4
ADBL,2025-01,293.13,315.0,275.1,-0.48,643663.0,188087278.4
ADBL,2025-02,295.49,310.0,285.0,0.33,718620.0,213053027.6
ADBL,2025-03,292.3,315.0,278.5,-0.26,768418.0,228669909.0
ADBL,2025-04,287.94,313.0,279.0,-0.11,544459.0,157568398.5
ADBL,2025-05,286.93,305.0,272.3,0.37,568087.0,164460226.16
ADBL,2025-06,286.26,306.0,277.0,-0.2,575504.0,165097085.0
ADBL,2025-07,320.62,342.0,281.6,0.65,3008213.0,972033177.1
ADBL,2025-08,329.67,344.9,322.0,-0.13,1549107.0,513602214.0
ADBL,2025-09,318.8,334.0,293.0,-0.07,460876.0,146826348.0
ADBL,2025-10,311.48,324.0,305.0,-0.14,393601.0,122619880.1
ADBL,2025-11,315.34,330.0,306.0,0.06,1236353.0,391736433.3
ADBL,2025-12,293.77,316.8,285.2,-0.14,586120.0,172204597.3
ADBL,2026-01,301.18,313.0,288.3,0.04,776965.0,233684161.6
ADBL,2026-02,297.55,304.8,293.0,-0.41,91491.0,27257033.4
CZBIL,2009-06,519.75,530.0,515.0,-0.05,11040.0,0.0
CZBIL,2009-07,617.72,698.0,515.0,1.48,107725.0,0.0
CZBIL,2009-08,690.16,764.0,627.0,0.21,197975.0,0.0
CZBIL,2009-09,632.9,705.0,283.0,3.65,78710.0,0.0
CZBIL,2009-10,673.88,706.0,610.0,-0.43,48850.0,0.0
CZBIL,2009-11,613.15,700.0,539.0,-0.69,23510.0,0.0
CZBIL,2009-12,580.1,635.0,495.0,0.58,25990.0,0.0
CZBIL,2010-01,550.5,595.0,501.0,-0.72,32430.0,0.0
CZBIL,2010-02,510.15,540.0,484.0,-0.1,10850.0,0.0
CZBIL,2010-03,474.89,541.0,386.0,-1.21,13950.0,0.0
CZBIL,2010-04,406.9,456.0,330.0,-0.48,16950.0,0.0
CZBIL,2010-05,447.25,592.0,351.0,2.51,20580.0,0.0
CZBIL,2010-06,507.42,546.0,490.0,0.05,23735.0,0.0
CZBIL,2010-07,433.71,540.0,289.0,-2.73,21170.0,0.0
CZBIL,2010-09,289.22,300.0,280.0,-0.18,11590.0,0.0
CZBIL,2010-10,296.47,308.0,288.0,0.07,10440.0,0.0
CZBIL,2010-11,293.84,310.0,280.0,-0.1,14260.0,0.0
CZBIL,2010-12,260.9,291.0,238.0,-0.47,21550.0,0.0
CZBIL,2011-01,247.84,261.0,220.0,-0.03,23990.0,0.0
CZBIL,2011-02,240.3,265.0,218.0,-0.66,27600.0,0.0
CZBIL,2011-03,212.82,234.0,193.0,-0.43,32988.0,4271530.0
CZBIL,2011-04,195.6,212.0,175.0,-1.06,18610.0,3703720.0
CZBIL,2011-05,193.1,208.0,167.0,0.54,20820.0,4077710.0
CZBIL,2011-06,169.9,202.0,148.0,-0.06,39236.0,6836292.0
CZBIL,2011-07,217.48,240.0,183.0,0.71,53700.0,11669440.0
CZBIL,2011-08,201.95,222.0,184.0,-0.47,28350.0,5745820.0
CZBIL,2011-09,182.33,198.0,161.0,-0.22,23530.0,4315220.0
CZBIL,2011-10,169.5,179.0,163.0,-0.34,6470.0,1093150.0
CZBIL,2011-11,175.61,194.0,165.0,-0.27,18560.0,3273980.0
CZBIL,2011-12,165.0,170.0,160.0,0.07,14900.0,2458370.0
CZBIL,2012-01,172.75,185.0,164.0,-0.0,15946.0,2749076.0
CZBIL,2012-02,166.83,174.0,160.0,0.01,19914.0,3331246.0
CZBIL,2012-03,165.0,175.0,156.0,-0.19,19726.0,3256797.0
CZBIL,2012-04,209.1,302.0,161.0,2.42,107320.0,26679279.0
CZBIL,2012-05,264.69,314.0,214.0,0.38,108497.0,29250963.0
CZBIL,2012-06,224.11,266.0,210.0,-0.84,62923.0,14085906.0
CZBIL,2012-07,227.45,244.0,214.0,-0.06,45449.0,10344786.0
CZBIL,2012-08,207.63,227.0,185.0,-0.56,46892.0,9703579.0
CZBIL,2012-09,203.7,218.0,187.0,-0.21,37769.0,7737322.0
CZBIL,2012-10,198.69,233.0,184.0,1.02,36294.0,7298356.0
CZBIL,2012-11,240.12,262.0,221.0,0.43,99624.0,23962705.0
CZBIL,2012-12,266.3,310.0,233.0,1.0,183594.0,49838346.0
CZBIL,2013-01,272.43,293.0,250.0,-0.59,146560.0,39861168.0
CZBIL,2013-02,280.39,321.0,258.0,0.75,100509.0,28747481.0
CZBIL,2013-03,279.22,307.0,261.0,-0.51,84661.0,23620122.0
CZBIL,2013-04,268.42,281.0,252.0,-0.07,79376.0,21164206.0
CZBIL,2013-05,254.35,268.0,240.0,-0.12,54724.0,13855302.0
CZBIL,2013-06,251.33,260.0,243.0,-0.07,43017.0,10755667.0
CZBIL,2013-07,266.43,286.0,245.0,0.4,94803.0,25574410.0
CZBIL,2013-08,265.83,280.0,249.0,-0.05,54443.0,14372881.0
CZBIL,2013-09,252.43,274.0,227.0,-0.69,78700.0,20197372.0
CZBIL,2013-10,252.0,273.0,230.0,0.49,26910.0,6883130.0
CZBIL,2013-11,298.67,343.0,250.0,2.11,196499.0,60251087.0
CZBIL,2013-12,414.2,502.0,322.0,1.63,290660.0,122499124.0
CZBIL,2014-01,460.0,507.0,411.0,0.44,236833.0,109494357.0
CZBIL,2014-02,472.47,506.0,448.0,-0.01,162362.0,77339728.0
CZBIL,2014-03,439.0,470.0,408.0,-0.41,147542.0,64556763.0
CZBIL,2014-04,424.11,450.0,402.0,-0.15,704868.0,291729266.0
CZBIL,2014-05,435.26,470.0,417.0,0.11,249296.0,109110081.0
CZBIL,2014-06,460.41,499.0,411.0,0.59,472415.0,214721011.0
CZBIL,2014-07,553.95,630.0,476.0,1.04,693035.0,388200933.0
CZBIL,2014-08,567.33,610.0,513.0,-0.71,387294.0,221098011.0
CZBIL,2014-09,469.74,534.0,419.0,-0.71,268568.0,130869320.0
CZBIL,2014-10,448.47,461.0,432.0,-0.34,40193.0,18018286.0
CZBIL,2014-11,412.26,440.0,376.0,-0.51,72535.0,29546200.0
CZBIL,2014-12,407.32,446.0,376.0,0.34,74431.0,30417649.0
CZBIL,2015-01,447.47,500.0,412.0,0.72,167346.0,75901353.0
CZBIL,2015-02,467.95,493.0,445.0,-0.19,145754.0,68339732.0
CZBIL,2015-03,458.43,490.0,426.0,-0.08,104051.0,47759402.0
CZBIL,2015-04,448.06,479.0,402.0,0.08,86492.0,38906729.0
CZBIL,2015-05,400.0,447.0,358.0,-2.11,43109.0,16425876.0
CZBIL,2015-06,452.83,486.0,413.0,0.5,221692.0,100109559.0
CZBIL,2015-07,486.74,616.0,441.0,0.96,316163.0,164054426.0
CZBIL,2015-08,626.27,799.0,529.0,1.21,751915.0,469244298.0
CZBIL,2015-09,667.26,724.0,550.0,-1.06,524052.0,360840945.0
CZBIL,2015-10,543.53,572.0,500.0,-0.34,233855.0,127541487.0
CZBIL,2015-11,531.16,551.0,510.0,0.0,268679.0,142930368.0
CZBIL,2015-12,568.55,593.0,523.0,0.38,220740.0,125657530.0
CZBIL,2016-01,599.73,630.0,553.0,0.43,375258.0,226008832.0
CZBIL,2016-02,630.32,647.0,611.0,0.07,295176.0,186300579.0
CZBIL,2016-03,694.95,760.0,632.0,0.67,664257.0,468051470.0
CZBIL,2016-04,754.89,804.0,703.0,0.58,796265.0,602859799.0
CZBIL,2016-05,808.23,870.0,770.0,0.23,968258.0,785968414.0
CZBIL,2016-06,627.86,835.0,560.0,-0.76,1167923.0,808521553.0
CZBIL,2016-07,708.05,790.0,618.0,0.66,639182.0,459731117.0
CZBIL,2016-08,717.71,780.0,672.0,0.1,588353.0,428089358.0
CZBIL,2016-09,689.89,773.0,566.0,-1.28,582712.0,419558026.0
CZBIL,2016-10,575.53,600.0,550.0,-0.35,304248.0,174894699.0
CZBIL,2016-11,510.89,560.0,445.0,-0.46,505663.0,253522966.0
CZBIL,2016-12,487.0,520.0,450.0,-0.5,299284.0,146407052.0
CZBIL,2017-01,471.32,505.0,405.0,-0.42,505177.0,237664053.0
CZBIL,2017-02,433.16,485.0,393.0,0.06,384185.0,165450395.0
CZBIL,2017-03,408.11,465.0,354.0,0.14,577390.0,240621369.0
CZBIL,2017-04,428.16,469.0,404.0,-0.25,512684.0,220918127.0
CZBIL,2017-05,398.72,421.0,380.0,-0.18,290284.0,116131035.0
CZBIL,2017-06,386.05,408.0,365.0,-0.16,230143.0,88979770.0
CZBIL,2017-07,391.95,412.0,370.0,0.03,404314.0,158256272.0
CZBIL,2017-08,369.35,395.0,300.0,-1.13,726072.0,270377625.0
CZBIL,2017-09,297.21,311.0,290.0,0.15,201921.0,59908645.0
CZBIL,2017-10,301.72,322.0,289.0,-0.14,233566.0,70434907.0
CZBIL,2017-11,295.73,309.0,280.0,0.06,399963.0,118059538.0
CZBIL,2017-12,293.39,308.0,278.0,-0.41,283487.0,83073484.0
CZBIL,2018-01,282.05,294.0,263.0,-0.09,324379.0,90821336.0
CZBIL,2018-02,275.17,292.0,268.0,-0.09,202033.0,55665727.0
CZBIL,2018-03,260.67,272.0,236.0,-0.28,237048.0,60658600.0
CZBIL,2018-04,266.1,300.0,246.0,0.27,565945.0,153706215.0
CZBIL,2018-05,265.29,278.0,254.0,-0.13,225382.0,59663351.0
CZBIL,2018-06,244.32,265.0,233.0,-0.49,239033.0,58515726.0
CZBIL,2018-07,232.0,245.0,223.0,-0.16,323105.0,74559424.0
CZBIL,2018-08,233.05,244.0,228.0,0.15,196532.0,45692500.0
CZBIL,2018-09,251.16,273.0,232.0,0.4,458086.0,116375488.0
CZBIL,2018-10,245.4,260.0,237.0,-0.25,233599.0,57575576.0
CZBIL,2018-11,236.21,244.0,226.0,-0.33,187866.0,44240317.0
CZBIL,2018-12,221.0,232.0,210.0,-0.17,497298.0,109391281.0
CZBIL,2019-01,213.39,220.0,205.0,-0.03,345116.0,73111762.0
CZBIL,2019-02,203.53,213.0,199.0,-0.18,201997.0,41137904.0
CZBIL,2019-03,207.95,216.0,200.0,0.19,306473.0,63643796.0
CZBIL,2019-04,225.81,243.0,208.0,0.43,806211.0,182767560.0
CZBIL,2019-05,227.67,240.0,220.0,-0.01,576976.0,132669795.0
CZBIL,2019-06,221.84,234.0,217.0,-0.16,404823.0,89731031.0
CZBIL,2019-07,225.09,233.0,218.0,0.12,437328.0,98405606.0
CZBIL,2019-08,218.57,226.0,212.0,-0.19,333318.0,73063504.0
CZBIL,2019-09,208.59,224.0,190.0,-0.39,484535.0,103310692.0
CZBIL,2019-10,194.71,200.0,190.0,-0.03,109597.0,21276546.0
CZBIL,2019-11,186.45,194.0,179.0,-0.32,214170.0,39779808.0
CZBIL,2019-12,183.78,193.0,178.0,0.03,190873.0,35163218.0
CZBIL,2020-01,195.91,214.0,181.0,0.37,749409.0,149243290.0
CZBIL,2020-02,202.3,230.0,191.0,0.85,1034852.0,215528374.0
CZBIL,2020-03,197.64,240.0,177.0,-1.7,957186.0,196533516.0
CZBIL,2020-05,175.0,177.0,175.0,-2.78,23.0,4051.0
CZBIL,2020-06,176.5,180.0,164.0,0.02,15193.0,2599503.0
CZBIL,2020-07,194.09,224.0,176.0,0.43,700588.0,139098164.0
CZBIL,2020-08,195.43,210.0,190.0,-0.07,727823.0,142329152.0
CZBIL,2020-09,201.05,217.0,191.0,0.39,1356587.0,275212270.0
CZBIL,2020-10,220.67,253.0,210.0,0.78,2030255.0,457983327.0
CZBIL,2020-11,239.95,278.0,224.0,0.83,3245765.0,798281909.0
CZBIL,2020-12,239.74,260.0,222.0,-0.03,3131108.0,756742026.0
CZBIL,2021-01,290.55,312.0,253.0,0.43,4565488.0,1319203736.0
CZBIL,2021-02,306.0,333.0,275.0,0.43,4237073.0,1300030745.0
CZBIL,2021-03,301.0,320.0,284.0,0.18,2079063.0,625958856.0
CZBIL,2021-04,314.58,340.0,300.0,0.03,3314378.0,1054383468.0
CZBIL,2021-05,321.43,355.0,294.0,0.49,3166001.0,1042753117.0
CZBIL,2021-06,381.36,417.0,336.0,0.46,6306776.0,2415233918.0
CZBIL,2021-07,398.18,444.0,368.0,0.59,4326461.0,1757074219.4
CZBIL,2021-08,411.46,428.0,389.2,-0.33,4199708.0,1731421908.8
CZBIL,2021-09,397.18,420.0,370.0,0.08,5102780.0,2034087661.0
CZBIL,2021-10,325.51,403.0,285.0,-0.9,2170698.0,756962213.92
CZBIL,2021-11,292.11,311.8,272.3,-0.39,1217698.0,356381747.9
CZBIL,2021-12,269.54,283.0,217.31,-0.09,1178940.0,319017452.01
CZBIL,2022-01,299.97,323.3,266.8,0.42,2080802.0,627666735.0
CZBIL,2022-02,283.29,305.0,265.0,-0.51,984480.0,279835217.65
CZBIL,2022-03,269.73,278.6,257.0,-0.05,672953.0,180557885.2
CZBIL,2022-04,256.99,269.7,247.0,-0.25,400382.0,102790847.7
CZBIL,2022-05,241.77,253.9,228.0,-0.45,382684.0,92020897.8
CZBIL,2022-06,216.48,234.0,202.2,-0.34,647293.0,139822054.0
CZBIL,2022-07,204.84,214.8,194.0,0.01,1322160.0,270034212.3
CZBIL,2022-08,202.59,217.8,196.1,-0.3,875365.0,178765219.8
CZBIL,2022-09,192.32,198.8,180.0,-0.01,557666.0,106361874.5
CZBIL,2022-10,192.58,206.0,181.0,-0.22,417636.0,81670605.9
CZBIL,2022-11,186.2,194.0,181.0,-0.16,989375.0,184826737.2
CZBIL,2022-12,181.59,191.3,175.0,0.21,637579.0,115952845.1
CZBIL,2023-01,199.22,224.0,188.0,0.01,1257614.0,253756213.7
CZBIL,2023-02,189.48,201.6,182.1,-0.12,530278.0,100948971.6
CZBIL,2023-03,180.83,190.0,175.0,-0.22,443544.0,79929983.5
CZBIL,2023-04,175.49,188.0,169.0,-0.18,496876.0,87178822.2
CZBIL,2023-05,172.58,181.0,168.0,0.01,359453.0,62049095.3
CZBIL,2023-06,172.43,181.8,165.9,0.11,819768.0,141327593.9
CZBIL,2023-07,178.8,207.8,165.0,0.45,1753973.0,324431531.9
CZBIL,2023-08,187.33,195.8,178.3,-0.18,787954.0,148116824.9
CZBIL,2023-09,185.14,191.4,172.0,0.11,602245.0,111207127.6
CZBIL,2023-10,174.21,187.0,167.0,-0.55,419063.0,73290468.1
CZBIL,2023-11,164.25,170.0,158.9,-0.25,334282.0,55064543.4
CZBIL,2023-12,173.96,193.8,159.8,0.5,739362.0,131621207.5
CZBIL,2024-01,173.73,190.0,168.0,-0.25,948795.0,165520884.4
CZBIL,2024-02,165.54,170.0,160.3,-0.24,512548.0,84732582.8
CZBIL,2024-03,164.04,173.2,156.8,-0.02,446170.0,72901202.6
CZBIL,2024-04,157.3,161.8,153.0,-0.1,456119.0,71412558.0
CZBIL,2024-05,164.23,185.0,152.5,0.45,1132626.0,190137816.0
CZBIL,2024-06,166.71,180.0,160.5,-0.24,434177.0,72531740.1
CZBIL,2024-07,207.57,278.3,160.1,2.14,4971632.0,1133510871.7
CZBIL,2024-08,255.69,296.0,225.0,-0.31,4977207.0,1302617383.5
CZBIL,2024-09,233.71,254.8,223.5,-0.25,1917566.0,452639514.6
CZBIL,2024-10,246.05,265.3,227.4,0.39,2373001.0,587080175.0
CZBIL,2024-11,233.83,247.5,224.0,-0.11,1095128.0,257447475.1
CZBIL,2024-12,220.41,236.3,209.8,-0.27,1321497.0,292089767.2
CZBIL,2025-01,210.98,224.4,202.1,-0.35,930728.0,195902388.1
CZBIL,2025-02,211.65,231.0,206.1,0.39,1206354.0,257470872.9
CZBIL,2025-03,213.91,233.0,204.3,-0.17,1382956.0,301080610.4
CZBIL,2025-04,208.24,221.5,196.7,-0.26,1184334.0,246817486.9
CZBIL,2025-05,205.51,227.0,196.0,0.58,1663369.0,349534965.7
CZBIL,2025-06,207.02,226.9,200.0,-0.33,1471476.0,306815053.3
CZBIL,2025-07,224.09,240.1,205.7,0.43,4017193.0,913783048.6
CZBIL,2025-08,213.56,228.0,205.1,-0.5,1314194.0,283537448.5
CZBIL,2025-09,205.29,212.9,196.0,0.17,535596.0,109735743.1
CZBIL,2025-10,205.56,213.7,200.0,-0.01,841009.0,172816690.4
CZBIL,2025-11,194.4,212.8,183.0,0.01,1141589.0,222796042.8
CZBIL,2025-12,192.54,200.0,187.1,-0.06,653180.0,125517007.8
CZBIL,2026-01,198.08,205.0,191.5,0.06,847916.0,167416840.5
CZBIL,2026-02,197.1,203.4,191.3,-0.54,239981.0,47307225.1
EBL,2011-05,987.67,1000.0,950.0,0.92,261.0,252631.0
EBL,2011-06,969.74,1188.0,781.0,0.54,18249.0,17317822.0
EBL,2011-07,1033.67,1218.0,930.0,-0.1,22816.0,22919492.0
EBL,2011-08,984.15,1025.0,931.0,-0.13,18494.0,17925452.0
EBL,2011-09,917.29,983.0,840.0,-0.6,15893.0,14609409.0
EBL,2011-10,864.29,945.0,797.0,-0.19,2041.0,1704481.0
EBL,2011-11,821.83,932.0,750.0,-0.48,12540.0,9959866.0
EBL,2011-12,725.83,789.0,680.0,-0.52,31437.0,22385363.0
EBL,2012-01,691.8,740.0,661.0,-0.12,78999.0,53765595.0
EBL,2012-02,681.78,709.0,665.0,0.02,36050.0,24131436.0
EBL,2012-03,682.5,700.0,650.0,-0.03,236552.0,155054377.0
EBL,2012-04,825.86,1151.0,666.0,2.07,123463.0,108175337.0
EBL,2012-05,1013.63,1122.0,850.0,-0.27,120795.0,123085717.0
EBL,2012-06,941.32,1020.0,900.0,0.2,171015.0,155838959.0
EBL,2012-07,1009.57,1091.0,930.0,0.51,290296.0,292450507.0
EBL,2012-08,1068.79,1110.0,1035.0,0.14,131384.0,140118497.0
EBL,2012-09,1111.9,1166.0,1080.0,0.09,124229.0,137999291.0
EBL,2012-10,1112.94,1179.0,910.0,-0.4,81835.0,91825192.0
EBL,2012-11,1159.65,1260.0,1010.0,1.05,58236.0,68100574.0
EBL,2012-12,1264.15,1399.0,1140.0,0.69,111782.0,142687755.0
EBL,2013-01,1370.05,1422.0,1310.0,-0.08,120098.0,164500901.0
EBL,2013-02,1485.44,1713.0,1355.0,0.95,96939.0,145926241.0
EBL,2013-03,1596.39,1729.0,1525.0,-0.18,86892.0,138561167.0
EBL,2013-04,1564.53,1606.0,1500.0,0.0,94619.0,146812810.0
EBL,2013-05,1534.9,1565.0,1466.0,0.04,62214.0,95261505.0
EBL,2013-06,1535.1,1560.0,1510.0,-0.08,133302.0,203598133.0
EBL,2013-07,1643.0,1836.0,1515.0,0.74,164973.0,274075630.0
EBL,2013-08,1807.39,1897.0,1760.0,0.1,113740.0,206187084.0
EBL,2013-09,1635.0,1843.0,1460.0,-1.04,153130.0,258243044.0
EBL,2013-10,1567.42,1695.0,1439.0,0.51,39507.0,61641395.0
EBL,2013-11,1713.67,1887.0,1555.0,0.91,53461.0,92683422.0
EBL,2013-12,2058.65,2360.0,1805.0,1.19,125519.0,262280961.0
EBL,2014-01,2201.45,2295.0,2140.0,-0.19,72021.0,158769265.0
EBL,2014-02,2136.53,2310.0,2055.0,0.1,61045.0,130821255.0
EBL,2014-03,2073.8,2183.0,1965.0,-0.25,109598.0,224993480.0
EBL,2014-04,2188.37,2262.0,2100.0,0.27,85036.0,186253196.0
EBL,2014-05,2253.42,2340.0,2151.0,0.24,63401.0,142589459.0
EBL,2014-06,2479.36,2620.0,2290.0,0.52,136668.0,336097424.0
EBL,2014-07,2727.0,2885.0,2580.0,0.44,102657.0,279535493.0
EBL,2014-08,2592.22,2810.0,2190.0,-1.36,168054.0,415301046.0
EBL,2014-09,1879.53,2257.0,1775.0,-0.43,71692.0,143487950.0
EBL,2014-10,1912.07,1960.0,1861.0,-0.25,16484.0,31368204.0
EBL,2014-11,1758.21,1910.0,1645.0,-0.52,76340.0,133106073.0
EBL,2014-12,1838.95,2000.0,1699.0,0.5,114548.0,212703080.0
EBL,2015-01,2013.89,2200.0,1900.0,0.6,120424.0,242044055.0
EBL,2015-02,2135.16,2180.0,2080.0,-0.02,82604.0,176011593.0
EBL,2015-03,2108.05,2171.0,2050.0,-0.1,52492.0,110760616.0
