bank_code,year_month,close,high,low,per_change,traded_quantity,traded_amount
HBL,2019-03,451.21,482.0,422.0,0.32,54422.0,24750641.0
HBL,2019-04,520.19,592.0,458.0,1.17,190978.0,101884870.0
HBL,2019-05,591.29,644.0,569.0,0.05,224913.0,134637157.0
HBL,2019-06,560.32,583.0,540.0,-0.35,83334.0,46693690.0
HBL,2019-07,551.17,574.0,530.0,0.05,48337.0,26640022.0
HBL,2019-08,549.62,563.0,538.0,-0.1,66629.0,36564569.0
HBL,2019-09,510.77,540.0,479.0,-0.54,47719.0,24537652.0
HBL,2019-10,498.85,510.0,483.0,0.39,28740.0,14258264.0
HBL,2019-11,482.3,497.0,467.0,-0.26,55860.0,27062870.0
HBL,2019-12,496.43,525.0,477.0,0.26,78890.0,39561793.0
HBL,2020-01,544.09,595.0,498.0,0.47,262456.0,145418471.0
HBL,2020-02,561.4,698.0,512.0,1.64,310104.0,181293178.0
HBL,2020-03,579.07,735.0,485.0,-2.32,271664.0,167103694.0
HBL,2020-05,478.0,490.0,471.0,-2.94,270.0,129350.0
HBL,2020-06,471.0,489.0,452.0,1.96,3353.0,1531902.0
HBL,2020-07,546.64,625.0,498.0,0.7,202105.0,112513872.0
HBL,2020-08,552.33,580.0,531.0,0.03,130130.0,71949911.0
HBL,2020-09,563.43,603.0,540.0,-0.09,160501.0,90265552.0
HBL,2020-10,572.56,625.0,550.0,0.57,209692.0,121876291.0
HBL,2020-11,605.63,746.0,569.0,0.93,560264.0,360289453.0
HBL,2020-12,642.3,749.0,545.0,-0.57,812867.0,535577401.0
HBL,2021-01,564.95,601.0,525.0,-0.2,396731.0,223939540.0
HBL,2021-02,548.65,580.0,526.0,0.01,477053.0,261974827.0
HBL,2021-03,510.3,548.0,490.0,-0.33,265130.0,135015092.0
HBL,2021-04,509.16,560.0,480.0,-0.07,356666.0,183051618.0
HBL,2021-05,489.0,500.0,480.0,-0.11,130243.0,63629208.0
HBL,2022-06,307.45,505.0,290.8,-1.2,276132.0,84890859.06
HBL,2022-07,304.85,318.0,290.0,0.08,195704.0,59430911.9
HBL,2022-08,330.85,365.1,308.0,0.19,282800.0,94213209.7
HBL,2022-09,321.66,505.0,310.0,-0.07,114926.0,37143732.9
HBL,2022-10,326.15,336.0,315.0,0.25,56291.0,18261416.6
HBL,2022-11,333.4,347.7,321.0,0.01,121840.0,40641280.4
HBL,2022-12,330.06,357.0,317.6,0.43,236538.0,78950023.2
HBL,2023-01,315.64,369.3,295.5,-0.47,295009.0,95628442.2
HBL,2023-02,287.95,305.0,268.0,-0.49,130663.0,37464828.2
HBL,2023-03,241.84,276.0,221.0,-1.03,740746.0,175591090.1
HBL,2023-04,223.19,242.0,212.0,-0.03,747047.0,166391326.9
HBL,2023-05,219.02,243.1,212.0,-0.18,736449.0,161054983.1
HBL,2023-06,215.36,223.0,209.0,0.01,1037657.0,223513558.6
HBL,2023-07,216.94,240.0,206.0,0.19,1276038.0,281985956.1
HBL,2023-08,209.61,227.0,202.0,-0.32,944303.0,198317934.6
HBL,2023-09,204.74,209.5,200.0,-0.06,421194.0,86377070.5
HBL,2023-10,201.9,205.9,193.0,-0.17,505346.0,101640730.6
HBL,2023-11,198.94,215.2,193.6,0.07,366856.0,72756758.0
HBL,2023-12,206.93,223.0,195.9,0.32,823471.0,172910517.2
HBL,2024-01,206.58,222.6,200.0,-0.14,1086777.0,226288778.7
HBL,2024-02,194.02,205.0,185.1,-0.39,703331.0,136339346.3
HBL,2024-03,192.46,204.9,184.0,0.03,490214.0,94061724.5
HBL,2024-04,181.03,189.0,174.0,-0.31,394127.0,71213108.6
HBL,2024-05,182.33,211.0,167.1,0.43,736672.0,138024268.0
HBL,2024-06,181.99,197.1,172.1,-0.48,508773.0,92127468.7
HBL,2024-07,221.8,299.0,172.1,2.02,3800833.0,928888872.7
HBL,2024-08,269.12,312.1,233.0,-0.15,4644769.0,1283927576.1
HBL,2024-09,249.48,280.0,238.0,-0.28,1987875.0,499894429.4
HBL,2024-10,261.63,286.0,244.2,0.21,1808522.0,477896831.7
HBL,2024-11,256.69,267.0,249.5,0.17,1073042.0,276369414.3
HBL,2024-12,242.89,264.7,226.0,-0.4,1011730.0,245892433.6
HBL,2025-01,233.17,246.7,220.1,-0.36,706512.0,162746791.3
HBL,2025-02,233.98,250.8,219.0,0.66,1079661.0,254773089.2
HBL,2025-03,239.35,259.1,226.5,-0.24,1328510.0,322457250.6
HBL,2025-04,229.88,257.0,212.1,-0.5,1219021.0,279231483.3
HBL,2025-05,221.54,239.0,210.0,0.54,1354989.0,302373749.6
HBL,2025-06,218.79,246.8,211.0,-0.4,1280696.0,282152557.8
HBL,2025-07,234.62,261.0,215.9,0.33,4552151.0,1088537660.9
HBL,2025-08,217.61,239.8,203.5,-0.63,1245632.0,270682325.67
HBL,2025-09,200.6,209.3,184.0,-0.02,1536938.0,309452186.2
HBL,2025-10,198.4,207.9,192.0,-0.16,720049.0,142407536.0
HBL,2025-11,193.1,204.0,184.3,-0.06,1508599.0,291135687.6
HBL,2025-12,188.78,203.0,184.0,-0.15,1259720.0,237347335.6
HBL,2026-01,192.41,202.3,186.3,0.1,1699908.0,326856518.8
HBL,2026-02,189.68,193.0,186.0,-0.64,276232.0,52387112.2
KBL,2011-03,254.0,270.0,234.0,-1.26,3323.0,814192.0
KBL,2011-04,269.75,290.0,237.0,1.43,4102.0,1035254.0
KBL,2011-05,243.71,279.0,230.0,-1.0,10760.0,2611466.0
KBL,2011-06,219.8,297.0,176.0,-0.12,29266.0,6487648.0
KBL,2011-07,261.84,289.0,224.0,0.91,59936.0,15654225.0
KBL,2011-08,247.7,262.0,231.0,-0.35,16827.0,4122782.0
KBL,2011-09,224.78,250.0,208.0,-0.35,14706.0,3240464.0
KBL,2011-10,220.5,229.0,208.0,-0.28,9414.0,2060778.0
KBL,2011-11,225.44,239.0,214.0,0.26,26204.0,5851742.0
KBL,2011-12,212.11,219.0,206.0,-0.2,12262.0,2584897.0
KBL,2012-01,209.22,233.0,195.0,-0.45,15575.0,3302346.0
KBL,2012-02,188.41,197.0,180.0,-0.26,21248.0,3972955.0
KBL,2012-03,174.75,190.0,162.0,-0.69,17305.0,2999031.0
KBL,2012-04,214.3,300.0,165.0,2.58,80070.0,19935273.0
KBL,2012-05,262.0,310.0,204.0,-0.73,84318.0,22855709.0
KBL,2012-06,226.84,248.0,212.0,0.25,26297.0,6000279.0
KBL,2012-07,231.43,259.0,212.0,0.18,61998.0,14474077.0
KBL,2012-08,236.47,251.0,222.0,-0.01,39522.0,9327176.0
KBL,2012-09,239.7,251.0,230.0,-0.1,29726.0,7155888.0
KBL,2012-10,237.62,262.0,230.0,0.43,40589.0,9586360.0
KBL,2012-11,270.65,295.0,250.0,0.4,85023.0,23228733.0
KBL,2012-12,265.9,301.0,240.0,0.34,76353.0,20779701.0
KBL,2013-01,267.25,285.0,246.0,-0.54,29003.0,7766900.0
KBL,2013-02,277.71,312.0,250.0,0.81,52776.0,15030187.0
KBL,2013-03,283.28,306.0,268.0,-0.3,74652.0,21215678.0
KBL,2013-04,272.53,289.0,255.0,-0.18,38763.0,10517993.0
KBL,2013-05,259.7,277.0,246.0,-0.0,24629.0,6453901.0
KBL,2013-06,249.84,258.0,241.0,-0.11,40559.0,10144486.0
KBL,2013-07,268.78,312.0,242.0,0.94,133544.0,38431149.0
KBL,2013-08,310.17,334.0,284.0,0.27,314027.0,99015264.0
KBL,2013-09,298.14,326.0,279.0,-0.61,420815.0,128057486.0
KBL,2013-10,297.37,319.0,283.0,0.28,117138.0,34722825.0
KBL,2013-11,317.83,366.0,295.0,0.82,182584.0,58913302.0
KBL,2013-12,460.3,564.0,328.0,2.31,721226.0,324157446.0
KBL,2014-01,547.25,600.0,478.0,0.54,816237.0,444083246.0
KBL,2014-02,538.65,595.0,505.0,-0.37,217094.0,116740586.0
KBL,2014-03,496.79,555.0,464.0,-0.39,263926.0,133008809.0
KBL,2014-04,430.79,501.0,395.0,-1.05,207299.0,96951873.0
KBL,2014-05,416.05,447.0,383.0,0.38,97662.0,40929151.0
KBL,2014-06,468.5,500.0,422.0,0.64,304763.0,144544530.0
KBL,2014-07,558.23,650.0,490.0,0.83,582542.0,332967804.0
KBL,2014-08,575.0,610.0,538.0,-0.03,529768.0,306441026.0
KBL,2014-09,566.16,672.0,502.0,0.29,819626.0,474464437.0
KBL,2014-10,528.47,600.0,410.0,-2.18,305242.0,174327224.0
KBL,2014-11,383.32,411.0,340.0,-0.54,60521.0,22978711.0
KBL,2014-12,373.55,402.0,346.0,-0.06,90082.0,33225799.0
KBL,2015-01,386.21,437.0,368.0,0.78,147421.0,57598468.0
KBL,2015-02,401.63,429.0,385.0,-0.37,138695.0,55909176.0
KBL,2015-03,385.86,405.0,368.0,-0.06,173021.0,66492078.0
KBL,2015-04,380.31,403.0,370.0,-0.07,77613.0,29467391.0
KBL,2015-05,330.0,373.0,295.0,-1.99,53592.0,17017494.0
KBL,2015-06,374.12,420.0,331.0,0.43,228765.0,85446765.0
KBL,2015-07,387.11,465.0,365.0,0.38,319101.0,125785374.0
KBL,2015-08,408.32,473.0,369.0,0.77,505979.0,209390185.0
KBL,2015-09,456.95,520.0,432.0,-0.12,642432.0,297499733.0
KBL,2015-10,439.87,470.0,392.0,-0.73,222468.0,99240011.0
KBL,2015-11,397.11,430.0,353.0,-0.59,150722.0,59521740.0
KBL,2015-12,393.09,404.0,359.0,0.42,190191.0,74396525.0
KBL,2016-01,388.7,399.0,370.0,-0.35,352297.0,134187070.0
KBL,2016-09,381.0,381.0,353.0,-1.04,50.0,18350.0
KBL,2016-10,580.47,640.0,388.0,3.4,989897.0,605317034.0
KBL,2016-11,584.32,620.0,500.0,-0.3,674322.0,388790714.0
KBL,2016-12,542.53,593.0,500.0,-0.58,337251.0,184490278.0
KBL,2017-01,536.55,562.0,456.0,-0.26,416554.0,223061364.0
KBL,2017-02,510.89,540.0,458.0,0.3,423427.0,216213719.0
KBL,2017-03,357.21,524.0,318.0,-1.3,544795.0,236686529.0
KBL,2017-04,369.32,434.0,345.0,-0.18,373255.0,139531990.0
KBL,2017-05,336.44,357.0,319.0,-0.31,234023.0,78498953.0
KBL,2017-06,327.74,355.0,315.0,-0.15,399692.0,130908066.0
KBL,2017-07,325.64,341.0,309.0,0.06,659622.0,213201204.0
KBL,2017-08,315.25,330.0,300.0,-0.4,410892.0,129909801.0
KBL,2017-09,293.14,305.0,280.0,-0.06,316063.0,92055349.0
KBL,2017-10,303.67,320.0,285.0,0.17,418241.0,126128496.0
KBL,2017-11,296.68,309.0,283.0,-0.02,456775.0,135530677.0
KBL,2017-12,297.72,313.0,279.0,-0.37,269483.0,80390115.0
KBL,2018-01,282.32,299.0,270.0,-0.24,291569.0,82032054.0
KBL,2018-02,271.33,290.0,265.0,-0.03,688066.0,187663469.0
KBL,2018-03,255.0,268.0,219.0,-0.61,543168.0,136099913.0
KBL,2018-04,253.33,287.0,231.0,0.71,1025594.0,267456290.0
KBL,2018-05,241.38,253.0,230.0,-0.31,247349.0,59660351.0
KBL,2018-06,213.58,229.0,205.0,-0.49,229274.0,49039132.0
KBL,2018-07,198.35,207.0,187.0,-0.22,509794.0,101070168.0
KBL,2018-08,201.0,210.0,191.0,0.15,209558.0,42038786.0
KBL,2018-09,236.47,268.0,202.0,1.19,1944862.0,462883870.0
KBL,2018-10,250.3,260.0,238.0,-0.11,817522.0,204882834.0
KBL,2018-11,249.47,261.0,244.0,-0.12,373910.0,91612519.0
KBL,2018-12,247.23,260.0,237.0,0.05,643250.0,159166986.0
KBL,2019-01,247.91,258.0,244.0,-0.05,375796.0,93716911.0
KBL,2019-02,234.53,246.0,225.0,-0.3,178161.0,42152622.0
KBL,2019-03,235.37,245.0,226.0,0.14,219516.0,51720794.0
KBL,2019-04,244.52,269.0,220.0,-0.15,1947928.0,485147112.0
KBL,2019-05,221.19,233.0,216.0,-0.14,623399.0,138479395.0
KBL,2019-06,213.11,221.0,208.0,-0.17,450794.0,95971084.0
KBL,2019-07,219.48,233.0,208.0,0.09,673496.0,147748220.0
KBL,2019-08,206.67,225.0,200.0,-0.29,673572.0,138266058.0
KBL,2019-09,190.0,207.0,174.0,-0.16,856745.0,168127636.0
KBL,2019-10,181.29,186.0,178.0,0.09,149240.0,27077621.0
KBL,2019-11,179.75,185.0,174.0,-0.02,273645.0,49020761.0
KBL,2019-12,179.83,187.0,175.0,-0.04,357364.0,64253987.0
KBL,2020-01,191.73,208.0,176.0,0.48,1512769.0,294210455.0
KBL,2020-02,201.3,236.0,192.0,0.79,2382401.0,493194598.0
KBL,2020-03,200.36,240.0,172.0,-1.76,1741564.0,366640307.0
KBL,2020-05,169.5,174.0,167.0,-2.86,790.0,133580.0
KBL,2020-06,171.5,178.0,153.0,2.42,32548.0,5358920.0
KBL,2020-07,192.59,221.0,165.0,0.58,1243033.0,243194155.0
KBL,2020-08,189.14,199.0,180.0,-0.18,1872710.0,351797283.0
KBL,2020-09,198.9,221.0,184.0,0.52,3898319.0,788766160.0
KBL,2020-10,227.56,250.0,202.0,0.68,4824174.0,1103908366.0
KBL,2020-11,247.47,303.0,233.0,1.21,6660698.0,1732775388.0
KBL,2020-12,239.35,275.0,219.0,-0.44,4905265.0,1182399376.0
KBL,2021-01,280.25,310.0,244.0,0.77,7858659.0,2214062810.0
KBL,2021-02,304.75,330.0,277.0,0.37,9541535.0,2938655188.0
KBL,2021-03,301.35,315.0,282.0,0.19,3817411.0,1150669505.0
KBL,2021-04,319.53,345.0,306.0,0.1,5738098.0,1847916565.0
KBL,2021-05,325.62,354.0,304.0,0.39,5723628.0,1891670309.0
KBL,2021-06,371.23,405.0,335.0,0.35,10110939.0,3783156477.0
KBL,2021-07,379.46,413.0,358.0,0.37,4977668.0,1919898723.3
KBL,2021-08,383.06,407.0,355.0,-0.43,4668312.0,1803455373.5
KBL,2021-09,335.6,366.0,293.1,-0.9,4136010.0,1375084206.4
KBL,2021-10,282.44,305.0,260.0,-0.08,1798114.0,508146806.3
KBL,2021-11,262.93,277.0,252.1,-0.35,1544897.0,406798544.1
KBL,2021-12,242.7,260.0,223.0,-0.27,1443840.0,350276780.6
KBL,2022-01,268.52,296.5,237.0,0.42,3169329.0,858761935.8
KBL,2022-02,250.55,270.5,236.0,-0.51,1205733.0,304996220.5
KBL,2022-03,236.05,247.0,228.3,-0.14,926823.0,218930480.7
KBL,2022-04,221.14,231.1,212.7,-0.22,739263.0,163555875.9
KBL,2022-05,217.73,228.0,208.8,-0.28,733229.0,159694402.3
KBL,2022-06,202.55,214.0,191.1,-0.07,3505901.0,707334333.1
KBL,2022-07,198.28,208.0,187.2,0.04,1506003.0,298923897.4
KBL,2022-08,204.11,219.8,197.0,-0.16,1592793.0,331486488.1
KBL,2022-09,193.37,201.0,180.0,-0.34,587175.0,113238470.2
KBL,2022-11,193.9,204.6,186.6,0.6,243910.0,47430091.5
KBL,2022-12,185.26,198.9,176.5,0.01,776450.0,145095872.5
KBL,2023-01,198.29,211.6,190.0,0.11,2584346.0,524757511.8
KBL,2023-02,187.5,198.9,178.0,-0.29,1907043.0,358931084.3
KBL,2023-03,177.39,183.5,171.5,-0.2,1142137.0,201972945.9
KBL,2023-04,170.46,183.0,165.2,-0.16,1584583.0,270395246.3
KBL,2023-05,165.7,172.5,160.0,-0.13,1626279.0,268875674.1
KBL,2023-06,164.01,173.0,159.2,0.1,2958916.0,485819450.6
KBL,2023-07,168.55,195.8,155.0,0.19,5130230.0,887561023.9
KBL,2023-08,162.35,174.9,156.1,-0.4,2737718.0,447097318.7
KBL,2023-09,158.15,165.2,154.0,0.12,1101666.0,174768038.9
KBL,2023-10,157.62,161.5,153.0,-0.16,1027616.0,161517596.5
KBL,2023-11,152.49,157.0,149.0,-0.19,879191.0,133851204.0
KBL,2023-12,158.21,171.0,148.2,0.35,2396074.0,384958021.3
KBL,2024-01,157.0,167.0,149.3,-0.23,3640035.0,571000140.6
KBL,2024-02,146.52,153.1,140.0,-0.38,2637145.0,387071156.58
KBL,2024-03,142.82,150.9,137.5,-0.08,1797536.0,255571211.34
KBL,2024-04,135.42,140.7,131.0,-0.14,1596436.0,214688930.8
KBL,2024-05,139.61,157.0,129.6,0.35,3419452.0,485837942.1
KBL,2024-06,139.04,145.8,134.1,-0.28,1435519.0,198784545.0
KBL,2024-07,171.39,233.5,133.2,2.24,15865966.0,3070487106.0
KBL,2024-08,229.96,272.9,200.1,0.23,20242046.0,4753244616.8
KBL,2024-09,216.16,241.0,205.0,-0.41,7853696.0,1719034601.5
KBL,2024-10,231.31,253.5,210.0,0.58,9964356.0,2344454303.3
KBL,2024-11,227.5,239.5,218.0,-0.09,3927996.0,898867401.1
KBL,2024-12,217.6,231.4,207.0,-0.26,4733284.0,1036840432.3
KBL,2025-01,205.81,217.9,193.1,-0.47,3591454.0,736441567.9
KBL,2025-02,204.14,224.4,196.0,0.62,5060407.0,1052136263.4
KBL,2025-03,209.06,227.2,199.1,-0.26,4669848.0,989724539.6
KBL,2025-04,205.52,226.0,195.0,-0.22,6040782.0,1243935932.5
KBL,2025-05,203.9,225.0,192.1,0.66,8213184.0,1727371940.0
KBL,2025-06,207.06,231.0,199.0,-0.3,7368826.0,1544739751.2
KBL,2025-07,218.32,233.5,206.0,0.26,14848716.0,3291460232.0
KBL,2025-08,206.5,224.8,196.0,-0.56,6564642.0,1368517538.2
KBL,2025-09,193.18,203.8,175.5,-0.15,4130239.0,799195116.3
KBL,2025-10,185.5,198.6,180.2,-0.19,2207329.0,412364692.1
KBL,2025-11,183.2,193.0,176.0,-0.02,2534662.0,466246740.4
KBL,2025-12,180.33,186.9,176.6,-0.15,2234808.0,402823082.1
KBL,2026-01,183.81,198.1,177.8,0.28,3662736.0,682925598.6
KBL,2026-02,186.2,192.5,182.0,-0.66,676878.0,126763291.9
MBL,2011-03,133.5,139.0,125.0,4.3,2631.0,339549.0
MBL,2011-04,128.07,141.0,112.0,-1.22,14678.0,1880838.0
MBL,2011-05,123.72,130.0,115.0,0.48,12717.0,1558349.0
MBL,2011-06,118.53,172.0,98.0,0.84,40047.0,4658183.0
MBL,2011-07,132.75,145.0,118.0,-0.3,22084.0,2938679.0
MBL,2011-08,117.56,132.0,105.0,-0.83,22266.0,2572374.0
MBL,2011-09,110.67,121.0,100.0,-0.02,44122.0,4739394.0
MBL,2011-10,115.5,128.0,105.0,0.74,37623.0,4278820.0
MBL,2011-11,120.24,132.0,112.0,-0.2,38160.0,4618905.0
MBL,2011-12,110.67,116.0,107.0,-1.17,30364.0,3323091.0
MBL,2012-09,133.17,154.0,109.0,4.47,38938.0,5395618.0
MBL,2012-10,161.12,208.0,137.0,2.46,143341.0,23124860.0
MBL,2012-11,194.24,207.0,185.0,-0.34,158719.0,30752746.0
MBL,2012-12,207.65,264.0,185.0,1.09,341928.0,75256021.0
MBL,2013-01,228.0,243.0,218.0,-0.15,215994.0,49267160.0
MBL,2013-02,235.5,270.0,218.0,0.32,155829.0,36739906.0
MBL,2013-03,231.11,249.0,220.0,-0.35,110631.0,25760328.0
MBL,2013-04,220.22,234.0,207.0,-0.26,57665.0,12665200.0
MBL,2013-05,201.8,212.0,191.0,-0.0,63564.0,12707450.0
MBL,2013-06,195.52,207.0,187.0,-0.37,87960.0,17185573.0
MBL,2013-07,202.83,224.0,189.0,0.5,134453.0,27375004.0
MBL,2013-08,209.56,224.0,200.0,0.12,114105.0,23976370.0
MBL,2013-09,223.1,242.0,205.0,0.24,239782.0,53392142.0
MBL,2013-10,237.42,256.0,225.0,0.1,147546.0,34976797.0
MBL,2013-11,266.67,301.0,228.0,1.83,324631.0,87986953.0
MBL,2013-12,378.35,464.0,286.0,1.94,610926.0,229755034.0
MBL,2014-01,450.25,508.0,376.0,0.52,443631.0,199750936.0
MBL,2014-02,469.59,505.0,434.0,0.2,251130.0,118873876.0
MBL,2014-03,440.58,470.0,410.0,-0.2,231213.0,101045931.0
MBL,2014-04,466.63,485.0,448.0,0.1,287825.0,134033526.0
MBL,2014-05,476.84,514.0,455.0,0.24,279173.0,134014484.0
MBL,2014-06,521.32,555.0,469.0,0.66,489948.0,254075873.0
MBL,2014-07,569.23,626.0,535.0,0.12,329519.0,186746874.0
MBL,2014-08,528.5,565.0,481.0,-0.64,196560.0,102966676.0
MBL,2014-09,475.16,520.0,443.0,0.15,141777.0,67139420.0
MBL,2014-10,492.67,523.0,460.0,0.27,156606.0,77949323.0
MBL,2014-11,496.89,530.0,430.0,-0.36,357148.0,179530567.0
MBL,2014-12,512.82,555.0,453.0,0.52,134229.0,70339719.0
MBL,2015-01,562.37,600.0,525.0,0.44,236468.0,132248990.0
MBL,2015-02,567.68,596.0,543.0,-0.22,172781.0,98020728.0
MBL,2015-03,564.9,589.0,543.0,-0.03,178791.0,101082797.0
MBL,2015-04,560.5,571.0,545.0,0.07,87671.0,48962864.0
MBL,2015-05,484.75,551.0,447.0,-2.28,43376.0,20311437.0
MBL,2015-06,558.71,596.0,505.0,0.47,240920.0,134929605.0
MBL,2015-07,574.68,684.0,550.0,0.29,317663.0,184012845.0
MBL,2015-08,613.0,683.0,561.0,0.08,650261.0,401931823.0
MBL,2015-09,567.36,601.0,538.0,-0.73,161819.0,91414632.0
MBL,2016-04,540.0,540.0,540.0,0.0,15219.0,8005194.0
MBL,2016-07,788.86,935.0,475.0,3.7,984711.0,840925396.0
MBL,2016-08,833.33,895.0,770.0,-0.05,711747.0,596610896.0
MBL,2016-09,866.42,941.0,810.0,-0.31,706015.0,622398558.0
MBL,2016-10,821.87,856.0,780.0,-0.12,523433.0,419283709.0
MBL,2016-11,521.89,570.0,452.0,-1.72,489160.0,251231315.0
MBL,2016-12,457.58,543.0,380.0,-1.46,355752.0,167641735.0
MBL,2017-01,391.09,420.0,340.0,-0.6,192862.0,74693604.0
MBL,2017-02,363.32,400.0,321.0,0.09,269848.0,97810487.0
MBL,2017-03,378.37,449.0,347.0,0.98,269477.0,103929591.0
MBL,2017-04,433.05,495.0,409.0,0.02,674072.0,293736802.0
MBL,2017-05,412.83,441.0,363.0,-0.58,365708.0,151788447.0
MBL,2017-06,364.89,392.0,347.0,-0.26,335879.0,122743793.0
MBL,2017-07,356.18,381.0,337.0,-0.05,313831.0,111673913.0
MBL,2017-08,341.1,361.0,324.0,-0.39,329410.0,113087426.0
MBL,2017-09,321.36,333.0,307.0,-0.01,155894.0,49998632.0
MBL,2017-10,320.44,335.0,306.0,-0.11,173591.0,55512729.0
MBL,2017-11,300.55,325.0,275.0,-0.3,375111.0,113433950.0
MBL,2017-12,282.0,299.0,265.0,-0.49,217345.0,61121947.0
MBL,2018-01,270.79,281.0,262.0,-0.09,236663.0,64177962.0
MBL,2018-02,259.39,275.0,244.0,-0.38,187309.0,48592325.0
MBL,2018-03,226.28,242.0,201.0,-0.55,301998.0,67553317.0
MBL,2018-04,237.38,271.0,211.0,0.38,479132.0,116537877.0
MBL,2018-05,231.43,241.0,220.0,-0.19,185875.0,42947068.0
MBL,2018-06,214.05,229.0,207.0,-0.44,175219.0,37582231.0
MBL,2018-07,208.22,217.0,202.0,-0.09,517083.0,106635966.0
MBL,2018-08,205.05,211.0,200.0,-0.02,168929.0,34579338.0
MBL,2018-09,222.84,245.0,201.0,0.63,667545.0,150886561.0
MBL,2018-10,220.8,233.0,210.0,-0.28,1282187.0,279447791.0
MBL,2018-11,216.32,223.0,205.0,-0.27,288509.0,61227287.0
MBL,2018-12,210.68,220.0,202.0,0.01,416151.0,88054112.0
MBL,2019-01,208.7,213.0,203.0,0.09,742961.0,135516127.0
MBL,2019-02,207.68,212.0,205.0,-0.1,369134.0,76659125.0
MBL,2019-03,217.32,225.0,205.0,0.37,428448.0,93567706.0
MBL,2019-04,251.0,282.0,222.0,0.87,1318884.0,332195032.0
MBL,2019-05,269.29,295.0,260.0,0.25,603764.0,163649280.0
MBL,2019-06,266.26,274.0,262.0,-0.27,314972.0,83955359.0
MBL,2019-07,265.87,278.0,255.0,0.01,386270.0,102522188.0
MBL,2019-08,257.33,266.0,247.0,-0.16,1155596.0,295204717.0
MBL,2019-09,247.14,259.0,218.0,-0.64,730622.0,183630777.0
MBL,2019-10,224.93,233.0,217.0,0.41,426633.0,95311326.0
MBL,2019-11,222.55,234.0,213.0,-0.42,464682.0,104101913.0
MBL,2019-12,218.22,228.0,212.0,0.04,761328.0,165626677.0
MBL,2020-01,230.82,250.0,216.0,0.4,2030560.0,462319871.0
MBL,2020-02,243.7,290.0,228.0,0.97,1216221.0,305640958.0
MBL,2020-03,235.5,295.0,210.0,-1.86,1166761.0,286085540.0
MBL,2020-06,214.5,220.0,199.0,-0.16,18136.0,3759005.0
MBL,2020-07,229.55,269.0,209.0,0.33,694953.0,163546231.0
MBL,2020-08,227.67,240.0,219.0,-0.11,634479.0,144181764.0
MBL,2020-09,230.9,255.0,221.0,0.11,1387021.0,322392096.0
MBL,2020-10,233.06,258.0,220.0,0.1,1419107.0,338756978.0
MBL,2020-11,236.16,279.0,222.0,0.5,1834594.0,449553696.0
MBL,2020-12,244.39,270.0,228.0,-0.24,2013758.0,494240485.0
MBL,2021-01,281.5,315.0,247.0,0.58,3857111.0,1082289558.0
MBL,2021-02,306.25,352.0,274.0,0.62,4050040.0,1252748777.0
MBL,2021-03,299.95,321.0,281.0,0.03,1458303.0,436466577.0
MBL,2021-04,310.53,330.0,292.0,0.01,1592474.0,496858980.0
MBL,2021-05,322.43,364.0,292.0,0.66,3678140.0,1226788343.0
MBL,2021-06,386.05,424.0,342.0,0.43,6009145.0,2332307252.0
MBL,2021-07,399.62,450.0,370.0,0.54,4252657.0,1742757124.8
MBL,2021-08,422.75,455.0,390.3,-0.31,3901585.0,1659123476.5
MBL,2021-09,392.9,422.0,367.2,-0.08,3079583.0,1220790951.0
MBL,2021-10,359.56,402.0,304.0,-0.14,1803475.0,649597383.8
MBL,2021-11,321.98,349.0,300.0,-0.49,1210198.0,394140050.9
MBL,2021-12,303.96,325.0,279.0,0.24,1261308.0,383868315.7
MBL,2022-01,333.16,350.3,311.0,0.13,2621850.0,877141198.9
MBL,2022-02,311.99,335.0,293.2,-0.47,1150136.0,360054073.2
MBL,2022-03,294.61,307.0,284.0,-0.19,791645.0,232545946.0
MBL,2022-04,275.99,291.0,265.0,-0.11,653283.0,179636002.9
MBL,2022-05,273.39,285.0,264.0,-0.21,433367.0,118172112.7
MBL,2022-06,243.29,270.0,226.0,-0.42,855729.0,207979477.9
MBL,2022-07,241.66,257.0,220.0,0.28,871411.0,210281927.7
MBL,2022-08,235.96,264.0,220.0,-0.59,769234.0,183381464.2
MBL,2022-09,219.26,228.0,210.0,0.09,326961.0,71431483.7
MBL,2022-10,220.57,228.0,216.0,-0.03,189961.0,42025364.0
MBL,2022-11,223.0,236.0,216.0,-0.03,314430.0,70202982.7
MBL,2022-12,216.06,229.0,199.0,0.2,451146.0,96692171.2
MBL,2023-01,242.76,268.0,223.0,0.18,885978.0,217019986.2
MBL,2023-02,236.65,254.0,226.5,-0.12,559262.0,132839360.3
MBL,2023-03,225.54,239.0,217.6,-0.28,434043.0,97534603.0
MBL,2023-04,223.75,246.0,214.0,0.14,581991.0,131078323.7
MBL,2023-05,229.2,244.0,220.8,0.03,413041.0,95042213.5
MBL,2023-06,233.08,250.8,224.0,0.37,781251.0,182957150.1
MBL,2023-07,240.95,272.0,223.0,0.24,1443623.0,354803081.8
MBL,2023-08,269.93,283.0,250.0,0.4,2867272.0,774807404.0
MBL,2023-09,256.89,279.0,217.0,-0.7,2026799.0,529119181.1
MBL,2023-10,208.04,217.9,199.0,-0.41,660447.0,137433273.2
MBL,2023-11,195.76,205.0,188.0,-0.3,1247713.0,246752707.1
MBL,2023-12,197.17,218.4,179.0,0.34,1394466.0,277103634.0
